id	title	authors_short	authors_full	year	journal	volume	issue	pages	url	doi
19936612	Segment-2 sequence analysis and cross-neutralization studies on some Indian bluetongue viruses suggest isolates are VP2-variants of serotype 23.	Tembhurne et al.	P. A. Tembhurne, B. Mondal, K. B. Pathak, S. K. Biswas, A. Sanyal, M. P. Yadav, S. K. Bandyopadhyay and R. K. Singh	2010	Arch. Virol.	155	1	89-95		https://doi.org/10.1007/s00705-009-0553-z
19901276	A multiplex real-time reverse transcription polymerase chain reaction assay for detection and differentiation of Bluetongue virus and Epizootic hemorrhagic disease virus serogroups.	Wilson et al.	W. C. Wilson, B. J. Hindson, E. S. O'Hearn, S. Hall, C. Tellgren-Roth, C. Torres, P. Naraghi-Arani, J. O. Mecham and R. J. Lenhoff	2009	J. Vet. Diagn. Invest.	21	6	760-70		https://doi.org/10.1177/104063870902100602
19900768	Subclinical bluetongue virus infection in domestic ruminants in Taiwan.	Lee et al.	F. Lee, L. J. Ting, M. H. Jong, W. M. Chang and F. I. Wang	2010	Vet. Microbiol.	142	3-4	225-31		https://doi.org/10.1016/j.vetmic.2009.10.005
19744235	Sequence analysis of the S10 gene of six Bluetongue Virus isolates from India.	Desai et al.	G. S. Desai, M. Hosamane, R. S. Kataria, S. S. Patil, K. Prabhudas, R. K. Singh, V. Bhanuprakash and B. Mondal	2009	Transbound Emerg Dis	56	8	329-36		https://doi.org/10.1111/j.1865-1682.2009.01089.x
19428746	Segment 10 based molecular epidemiology of bluetongue virus (BTV) isolates from Turkey: 1999-2001.	Ozkul et al.	A. Ozkul, A. Erturk, E. Caliskan, F. Sarac, C. Ceylan, P. Mertens, O. Kabakli, E. Dincer and S. G. Cizmeci	2009	Virus Res.	142	1-2	134-9		https://doi.org/10.1016/j.virusres.2009.02.007
19382719	Restriction enzyme analysis of VP7 gene of Indian isolates of bluetongue virus.	Dalal et al.	S. Dalal, G. Prasad, M. Prasad and S. Maan	2009	Indian J. Exp. Biol.	47	4	245-9		
19264638	Improved strategies for sequence-independent amplification and sequencing of viral double-stranded RNA genomes.	Potgieter et al.	A. C. Potgieter, N. A. Page, J. Liebenberg, I. M. Wright, O. Landt and A. A. van Dijk	2009	J. Gen. Virol.	90	6	1423-32		https://doi.org/10.1099/vir.0.009381-0
19046507	Genetic characterization of toggenburg orbivirus, a new bluetongue virus, from goats, Switzerland.	Hofmann et al.	M. A. Hofmann, S. Renzullo, M. Mader, V. Chaignat, G. Worwa and B. Thuer	2008	Emerging Infect. Dis.	14	12	1855-61		https://doi.org/10.3201/eid1412.080818
18649903	Characterization of VP2 gene of an Indian Bluetongue virus serotype 2 and its close phylogenetic relationship to the Taiwan isolate.	Balumahendiran et al.	M. Balumahendiran, D. Sreenivasulu, C. A. Kumar, V. V. Suryanarayana and S. M. Byregowda	2009	Res. Vet. Sci.	86	2	332-8		https://doi.org/10.1016/j.rvsc.2008.05.017
18598726	A European field strain of bluetongue virus derived from two parental vaccine strains by genome segment reassortment.	Batten et al.	C. A. Batten, S. Maan, A. E. Shaw, N. S. Maan and P. P. Mertens	2008	Virus Res.	137	1	56-63		https://doi.org/10.1016/j.virusres.2008.05.016
18570969	Sequence analysis of bluetongue virus serotype 8 from the Netherlands 2006 and comparison to other European strains.	Maan et al.	S. Maan, N. S. Maan, N. Ross-smith, C. A. Batten, A. E. Shaw, S. J. Anthony, A. R. Samuel, K. E. Darpel, E. Veronesi, C. A. Oura, K. P. Singh, K. Nomikou, A. C. Potgieter, H. Attoui, E. van Rooij, P. van Rijn, K. De Clercq, F. Vandenbussche, S. Zientara, E. Bréard, C. Sailleau, M. Beer, B. Hoffman, P. S. Mellor and P. P. Mertens	2008	Virology	377	2	308-18		https://doi.org/10.1016/j.virol.2008.04.028
18562540	Development of reverse genetics systems for bluetongue virus: recovery of infectious virus from synthetic RNA transcripts.	Boyce et al.	M. Boyce, C. C. Celma and P. Roy	2008	J. Virol.	82	17	8339-48		https://doi.org/10.1128/JVI.00808-08
17852347	Bluetongue virus serotype 17 sequence variation associated with neutralization.	Wilson et al.	W. C. Wilson, K. A. Bernard, B. A. Israel and J. O. Mecham	2008	DNA Seq.	19	3	237-40		https://doi.org/10.1080/10425170701550524
17719118	Phylogenetic comparison of the S10 genes of recent isolates of bluetongue virus from the United States and French Martinique Island.	MacLachlan et al.	N. J. MacLachlan, S. Zientara, D. E. Stallknecht, J. D. Boone, V. H. Goekjian, C. Sailleau and U. B. Balasuriya	2007	Virus Res.	129	2	236-40		https://doi.org/10.1016/j.virusres.2007.07.009
17706379	The NS3 proteins of global strains of bluetongue virus evolve into regional topotypes through negative (purifying) selection.	Balasuriya et al.	U. B. Balasuriya, S. A. Nadler, W. C. Wilson, L. I. Pritchard, A. B. Smythe, G. Savini, F. Monaco, P. De Santis, N. Zhang, W. J. Tabachnick and N. J. Maclachlan	2008	Vet. Microbiol.	126	1-3	91-100		https://doi.org/10.1016/j.vetmic.2007.07.006
17586061	Development and initial evaluation of a real-time RT-PCR assay to detect bluetongue virus genome segment 1.	Shaw et al.	A. E. Shaw, P. Monaghan, H. O. Alpar, S. Anthony, K. E. Darpel, C. A. Batten, A. Guercio, G. Alimena, M. Vitale, K. Bankowska, S. Carpenter, H. Jones, C. A. Oura, D. P. King, H. Elliott, P. S. Mellor and P. P. Mertens	2007	J. Virol. Methods	145	2	115-26		https://doi.org/10.1016/j.jviromet.2007.05.014
17521832	Molecular epidemiology of bluetongue virus in Portugal during 2004-2006 outbreak.	Barros et al.	S. C. Barros, F. Ramos, T. M. Luís, A. Vaz, M. Duarte, M. Henriques, B. Cruz and M. Fevereiro	2007	Vet. Microbiol.	124	1-2	25-34		https://doi.org/10.1016/j.vetmic.2007.04.014
17286046	Nucleotide sequence analysis of VP7 gene of Indian isolates of bluetongue virus vis-à-vis other serotypes from different parts of the world.	Kovi et al.	R. C. Kovi, S. Dahiya, G. Prasad and Minakshi	2006	DNA Seq.	17	3	187-98		
17280733	Molecular epidemiology of bluetongue virus serotype 4 isolated in the Mediterranean Basin between 1979 and 2004.	Breard et al.	E. Breard, C. Sailleau, K. Nomikou, C. Hamblin, P. P. Mertens, P. S. Mellor, M. El Harrak and S. Zientara	2007	Virus Res.	125	2	191-7		https://doi.org/10.1016/j.virusres.2007.01.002
17241676	A duplex RT-PCR assay for detection of genome segment 7 (VP7 gene) from 24 BTV serotypes.	Anthony et al.	S. Anthony, H. Jones, K. E. Darpel, H. Elliott, S. Maan, A. Samuel, P. S. Mellor and P. P. Mertens	2007	J. Virol. Methods	141	2	188-97		https://doi.org/10.1016/j.jviromet.2006.12.013
16876884	Rapid detection and quantitation of Bluetongue virus (BTV) using a Molecular Beacon fluorescent probe assay.	Orrù et al.	G. Orrù, M. L. Ferrando, M. Meloni, M. Liciardi, G. Savini and P. De Santis	2006	J. Virol. Methods	137	1	34-42		https://doi.org/10.1016/j.jviromet.2006.05.028
16713688	Differentiation between field and vaccine strain of bluetongue virus serotype 16.	Monaco et al.	F. Monaco, C. Cammà, S. Serini and G. Savini	2006	Vet. Microbiol.	116	1-3	45-52		https://doi.org/10.1016/j.vetmic.2006.03.024
16566253	High throughput detection of bluetongue virus by a new real-time fluorogenic reverse transcription-polymerase chain reaction: application on clinical samples from current Mediterranean outbreaks.	Jiménez-Clavero et al.	M. A. Jiménez-Clavero, M. Agüero, E. San Miguel, T. Mayoral, M. C. López, M. J. Ruano, E. Romero, F. Monaco, A. Polci, G. Savini and C. Gómez-Tejedor	2006	J. Vet. Diagn. Invest.	18	1	7-17		https://doi.org/10.1177/104063870601800103
16283915	VP2-segment sequence analysis of some isolates of bluetongue virus recovered in the Mediterranean basin during the 1998-2003 outbreak.	Potgieter et al.	A. C. Potgieter, F. Monaco, O. Mangana, K. Nomikou, H. Yadin and G. Savini	2005	J. Vet. Med. B Infect. Dis. Vet. Public Health	52	9	372-9		https://doi.org/10.1111/j.1439-0450.2005.00883.x
15993974	Molecular analysis of the NS3/NS3A gene of Bluetongue virus isolates from the 1979 and 1998-2001 epizootics in Greece and their segregation into two distinct groups.	Nikolakaki et al.	S. V. Nikolakaki, K. Nomikou, M. Koumbati, O. Mangana, M. Papanastassopoulou, P. P. Mertens and O. Papadopoulos	2005	Virus Res.	114	1-2	6-14		https://doi.org/10.1016/j.virusres.2005.05.004
15946757	Persistence of bluetongue virus serotype 2 (BTV-2) in the southeast United States.	Mecham et al.	J. O. Mecham and D. J. Johnson	2005	Virus Res.	113	2	116-22		https://doi.org/10.1016/j.virusres.2005.04.022
15778021	Bluetongue virus in the French Island of Reunion.	Bréard et al.	E. Bréard, C. Sailleau, C. Hamblin and S. Zientara	2005	Vet. Microbiol.	106	3-4	157-65		https://doi.org/10.1016/j.vetmic.2004.11.018
15621660	VP2 gene based phylogenetic relationship of Indian isolates of Bluetongue virus serotype 1 and other serotypes from different parts of the world.	Dahiya et al.	S. Dahiya, G. Prasad and R. C. Kovi	2004	DNA Seq.	15	5-6	351-61		https://doi.org/10.1080/10425170400012941
20422575	Molecular epidemiology of bluetongue viruses from disease outbreaks in the Mediterranean Basin.	Maan et al.	S. Maan, A. R. Samuel, N. S. Maan, H. Attoui, S. Rao and P. P. Mertens	2004	Vet. Ital.	40	4	489-96		
20422574	Completion of the sequence analysis and comparisons of genome segment 2 (encoding outer capsid protein VP2) from representative isolates of the 24 bluetongue virus serotypes.	Maan et al.	S. Maan, N. S. Maan, A. R. Samuel, R. O'Hara, A. J. Meyer, S. Rao and P. P. Mertens	2004	Vet. Ital.	40	4	484-8		
15041187	Genetic diversity of bluetongue viruses in south east Asia.	Pritchard et al.	L. I. Pritchard, I. Sendow, R. Lunt, S. H. Hassan, J. Kattenbelt, A. R. Gould, P. W. Daniels and B. T. Eaton	2004	Virus Res.	101	2	193-201		https://doi.org/10.1016/j.virusres.2004.01.004
12604809	Variation in the NS3 gene and protein in South African isolates of bluetongue and equine encephalosis viruses.	van Niekerk et al.	M. van Niekerk, M. Freeman, J. T. Paweska, P. G. Howell, A. J. Guthrie, A. C. Potgieter, V. van Staden and H. Huismans	2003	J. Gen. Virol.	84	3	581-90		https://doi.org/10.1099/vir.0.18749-0
12243274	Isolation of bluetongue virus serotype 12 from an outbreak of the disease in South America.	Clavijo et al.	A. Clavijo, L. Sepulveda, J. Riva, M. Pessoa-Silva, A. Tailor-Ruthes and J. W. Lopez	2002	Vet. Rec.	151	10	301-2		
12036242	Identification of bluetongue virus serotype 2 (Corsican strain) by reverse-transcriptase PCR reaction analysis of segment 2 of the genome.	Zientara et al.	S. Zientara, C. Sailleau, G. Dauphin, C. Roquier, E. M. Rémond, F. Lebreton, S. Hammoumi, E. Dubois, C. Agier, G. Merle and E. Bréard	2002	Vet. Rec.	150	19	598-601		
11682128	Verification of bluetongue virus S9 segment nucleotide sequences.	Meissner et al.	J. D. Meissner, J. O. Mecham and W. C. Wilson	2001	Virus Res.	81	1-2	93-101		
11483775	Occurrence of genetic drift and founder effect during quasispecies evolution of the VP2 and NS3/NS3A genes of bluetongue virus upon passage between sheep, cattle, and Culicoides sonorensis.	Bonneau et al.	K. R. Bonneau, B. A. Mullens and N. J. MacLachlan	2001	J. Virol.	75	17	8298-305		
10948989	Phylogenetic analysis of the S7 gene does not segregate Chinese strains of bluetongue virus into a single topotype.	Bonneau et al.	K. R. Bonneau, N. Z. Zhang, W. C. Wilson, J. B. Zhu, F. Q. Zhang, Z. H. Li, K. L. Zhang, L. Xiao, W. B. Xiang and N. J. MacLchlan	2000	Arch. Virol.	145	6	1163-71		
10867193	Phylogenetic relationships of bluetongue viruses based on gene S7.	Wilson et al.	W. C. Wilson, H. C. Ma, E. H. Venter, A. A. van Djik, B. S. Seal and J. O. Mecham	2000	Virus Res.	67	2	141-51		
10475085	Sequence comparison of the L2 and S10 genes of bluetongue viruses from the United States and the People's Republic of China.	Bonneau et al.	K. R. Bonneau, N. Zhang, J. Zhu, F. Zhang, Z. Li, K. Zhang, L. Xiao, W. Xiang and N. J. MacLachlan	1999	Virus Res.	61	2	153-60		
9774103	The atomic structure of the bluetongue virus core.	Grimes et al.	J. M. Grimes, J. N. Burroughs, P. Gouet, J. M. Diprose, R. Malby, S. Ziéntara, P. P. Mertens and D. I. Stuart	1998	Nature	395	6701	470-8		https://doi.org/10.1038/26694
9712508	Phylogenetic analysis of the S10 gene of field and laboratory strains of bluetongue virus from the United States.	Pierce et al.	C. M. Pierce, U. B. Balasuriya and N. J. MacLachlan	1998	Virus Res.	55	1	15-27		
9612723	Sequence and cognitive analyses of two virulence-associated markers of bluetongue virus serotype 17.	Bernard et al.	K. A. Bernard, B. A. Israel, W. C. Wilson and K. T. Schultz	1997	Intervirology	40	4	226-31		https://doi.org/10.1159/000150551
8764098	Phylogenetic comparison of the S3 gene of United States prototype strains of bluetongue virus with that of field isolates from California.	de Mattos et al.	C. C. de Mattos, C. A. de Mattos, N. J. MacLachlan, L. D. Giavedoni, T. Yilma and B. I. Osburn	1996	J. Virol.	70	8	5735-9		
8837885	Phylogenetic comparison of the serotype-specific VP2 protein of bluetongue and related orbiviruses.	Pritchard et al.	L. I. Pritchard and A. R. Gould	1995	Virus Res.	39	2-3	207-20		
8525629	Sequence analyses and antigenic epitope mapping of the putative RNA-directed RNA polymerase of five U.S. bluetongue viruses.	Huang et al.	I. J. Huang, G. Y. Hwang, Y. Y. Yang, E. Hayama and J. K. Li	1995	Virology	214	1	280-8		https://doi.org/10.1006/viro.1995.9927
7785314	Complete nucleotide sequence of RNA segment 3 of bluetongue virus serotype 2 (Ona-A). Phylogenetic analyses reveal the probable origin and relationship with other orbiviruses.	Pritchard et al.	L. I. Pritchard, A. R. Gould, W. C. Wilson, L. Thompson, P. P. Mertens and A. M. Wade-Evans	1995	Virus Res.	35	3	247-61		
8077943	Major core protein VP7 of Australian bluetongue virus serotype 15: sequence and antigenicity divergence from other BTV serotypes.	Wang et al.	L. F. Wang, J. A. Kattenbelt, A. R. Gould, L. I. Pritchard, G. S. Crameri and B. T. Eaton	1994	J. Gen. Virol.	75	9	2421-5		https://doi.org/10.1099/0022-1317-75-9-2421
7975878	Identification of an amino acid on VP2 that affects neutralization of bluetongue virus serotype 10.	Jewell et al.	J. E. Jewell and J. O. Mecham	1994	Virus Res.	33	2	139-44		
8079518	Analyses and conservation of sequences among the cognate L3 segments of the five United States bluetongue viruses.	Hwang et al.	G. Y. Hwang, M. Xiang and J. K. Li	1994	Virus Res.	32	3	381-9		
8048903	Phylogenetic characterisation of bluetongue viruses from naturally-infected insects, cattle and sheep in Australia.	McColl et al.	K. A. McColl, A. R. Gould, L. I. Pritchard, L. Melville and G. Bellis	1994	Aust. Vet. J.	71	4	102-5		
8165870	Heterogeneity of the L2 gene of field isolates of bluetongue virus serotype 17 from the San Joaquin Valley of California.	de Mattos et al.	C. A. de Mattos, C. C. de Mattos, B. I. Osburn and N. J. MacLachlan	1994	Virus Res.	31	1	67-87		
8393245	Conservation of the segment 4 gene sequence and of a leucine zipper motif in VP4 among five US bluetongue viruses.	Huang et al.	I. J. Huang, E. Hayama, Y. J. Jeong and J. K. Li	1993	Virology	195	2	772-9		https://doi.org/10.1006/viro.1993.1429
7687805	Identification and localization of a serotypic neutralization determinant on the VP2 protein of bluetongue virus 13.	Hwang et al.	G. Y. Hwang and J. K. Li	1993	Virology	195	2	859-62		https://doi.org/10.1006/viro.1993.1445
8390758	High-sequence conservation among the United States bluetongue viruses cognate M2 genes which encode the nonstructural NS1 tubule protein.	Hwang et al.	G. Y. Hwang, J. F. Chiou, Y. Y. Yang and J. K. Li	1993	Virology	192	1	321-7		https://doi.org/10.1006/viro.1993.1036
1335630	Nucleotide sequence of the genome segment encoding nonstructural protein NS1 of bluetongue virus serotype 20 from Australia.	Cowley et al.	J. A. Cowley	1992	Virus Genes	6	4	387-92		
1331303	Sequence of genome segment 9 of bluetongue virus (serotype 1, South Africa) and expression analysis demonstrating that different forms of VP6 are derived from initiation of protein synthesis at two distinct sites.	Wade-Evans et al.	A. M. Wade-Evans, P. P. Mertens and G. J. Belsham	1992	J. Gen. Virol.	73	11	3023-6		https://doi.org/10.1099/0022-1317-73-11-3023
1332277	Evolutionary analyses of five US bluetongue viruses using the cognate S2 genes.	Yang et al.	Y. Y. Yang, J. F. Chiou, G. Y. Hwang, I. J. Huang and J. K. Li	1992	Virus Res.	25	3	241-9		
1324875	The complete sequence of genome segment 8 of bluetongue virus, serotype 1, which encodes the nonstructural protein, NS2.	Wade-Evans et al.	A. M. Wade-Evans	1992	Gene	118	2	295-6		
1329371	Comparative sequence analyses of the cognate structural protein VP6 genes of five US bluetongue viruses.	Hwang et al.	G. Y. Hwang, J. F. Chiou, Y. Y. Yang and J. K. Li	1992	Virus Res.	24	3	315-23		
1318625	Complete genomic sequences of the GP5 protein gene of bluetongue virus serotype 11 and 17.	Yang et al.	Y. Y. Yang and J. K. Li	1992	Virus Res.	23	1-2	163-71		
1318624	Sequence conservation among the cognate nonstructural NS3/3A protein genes of six bluetongue viruses.	Hwang et al.	G. Y. Hwang, Y. Y. Yang, J. F. Chiou and J. K. Li	1992	Virus Res.	23	1-2	151-61		
1661982	Complete nucleotide and deduced amino acid sequence of genome segment 5 encoding the outer capsid protein, VP5, of a U.S. isolate of bluetongue virus serotype 11.	Dunn et al.	S. J. Dunn, D. Hsu, Y. C. Zee and J. L. Stott	1991	Virus Res.	21	2	155-62		
1849684	Bluetongue virus evolution: sequence analyses of the genomic S1 segments and major core protein VP7.	Kowalik et al.	T. F. Kowalik and J. K. Li	1991	Virology	181	2	749-55		
1847179	Sequence conservation of the outer capsid protein, VP5, of bluetongue virus, a contrasting feature to the outer capsid protein VP2.	Oldfield et al.	S. Oldfield, T. Hirasawa and P. Roy	1991	J. Gen. Virol.	72	2	449-51		https://doi.org/10.1099/0022-1317-72-2-449
1703371	A bluetongue serogroup-reactive epitope in the amino terminal half of the major core protein VP7 is accessible on the surface of bluetongue virus particles.	Eaton et al.	B. T. Eaton, A. R. Gould, A. D. Hyatt, B. E. Coupar, J. C. Martyn and J. R. White	1991	Virology	180	2	687-96		
2169609	The complete nucleotide and deduced amino acid sequence of the gene encoding the major inner capsid protein, VP7 of US bluetongue virus serotype 17.	Kowalik et al.	T. F. Kowalik, J. K. Li, R. Y. Chuang, R. H. Doi and B. I. Osburn	1990	Nucleic Acids Res.	18	17	5302		
2168541	The complete nucleotide sequence of genome segment 7 of bluetongue virus, serotype 1 from South Africa.	Wade-Evans et al.	A. M. Wade-Evans	1990	Nucleic Acids Res.	18	16	4919		
2171239	Relationships amongst bluetongue viruses revealed by comparisons of capsid and outer coat protein nucleotide sequences.	Gould et al.	A. R. Gould and L. I. Pritchard	1990	Virus Res.	17	1	31-52		
2164738	Molecular cloning and comparative sequence analyses of bluetongue virus S1 segments by selective synthesis of specific full-length DNA copies of dsRNA genes.	Kowalik et al.	T. F. Kowalik, Y. Y. Yang and J. K. Li	1990	Virology	177	2	820-3		
2157314	The complete nucleotide sequence of VP5 of a strain of bluetongue virus of serotype 2 isolated in the USA reveals its close relationship with a virus of serotype 1 isolated in Australia.	Hirasawa et al.	T. Hirasawa and P. Roy	1990	Virus Res.	15	2	107-12		
2557592	Nucleotide and deduced amino acid sequence of the nonstructural protein, NS1, of the US bluetongue virus serotype 17.	Grubman et al.	M. J. Grubman and S. Samal	1989	Nucleic Acids Res.	17	24	10498		
2552422	Complete sequence of the NS1 gene (S6 RNA) of US bluetongue virus serotype 17.	Wang et al.	L. F. Wang, R. H. Doi, B. I. Osburn and R. Y. Chuang	1989	Nucleic Acids Res.	17	19	8002		
2549709	Sequence analyses and structural predictions of double-stranded RNA segment S1 and VP7 from United States prototype bluetongue virus serotypes 13 and 10.	Kowalik et al.	T. F. Kowalik and J. K. Li	1989	Virology	172	1	189-95		
2544660	Completion of the sequence of bluetongue virus serotype 10 by the characterization of a structural protein, VP6, and a non-structural protein, NS2.	Fukusho et al.	A. Fukusho, Y. Yu, S. Yamaguchi and P. Roy	1989	J. Gen. Virol.	70	7	1677-89		https://doi.org/10.1099/0022-1317-70-7-1677
2536152	Complete nucleotide sequence of gene segment 8 encoding non-structural protein NS2 of SA bluetongue virus serotype 10.	Hall et al.	S. J. Hall, A. A. van Dijk and H. Huismans	1989	Nucleic Acids Res.	17	1	457		
2848383	Sequence analysis and in vitro expression of a cDNA clone of genome segment 5 from bluetongue virus, serotype 1 from South Africa.	Wade-Evans et al.	A. M. Wade-Evans, Z. Q. Pan and P. P. Mertens	1988	Virus Res.	11	3	227-40		
2845683	Complete sequence of neutralization protein VP2 of the recent US isolate bluetongue virus serotype 2: its relationship with VP2 species of other US serotypes.	Yamaguchi et al.	S. Yamaguchi, A. Fukusho and P. Roy	1988	Virus Res.	11	1	49-58		
2838961	Morphogenesis of a bluetongue virus variant with an amino acid alteration at a neutralization site in the outer coat protein, VP2.	Gould et al.	A. R. Gould, A. D. Hyatt and B. T. Eaton	1988	Virology	165	1	23-32		
2833571	Nucleotide sequence of the Australian bluetongue virus serotype 1 RNA segment 10.	Gould et al.	A. R. Gould	1988	J. Gen. Virol.	69	4	945-9		https://doi.org/10.1099/0022-1317-69-4-945
2834696	Complete sequence of VP2 gene of the bluetongue virus serotype 1 (BTV-1).	Yamaguchi et al.	S. Yamaguchi, A. Fukusho and P. Roy	1988	Nucleic Acids Res.	16	6	2725		
2837015	The complete nucleotide sequence of the outer coat protein, VP5, of the Australian bluetongue virus (BTV) serotype 1 reveals conserved and non-conserved sequences.	Gould et al.	A. R. Gould and L. I. Pritchard	1988	Virus Res.	9	4	285-92		
2831505	Complete nucleotide sequence of the group-reactive antigen VP7 gene of bluetongue virus.	Yu et al.	Y. Yu, A. Fukusho, D. G. Ritter and P. Roy	1988	Nucleic Acids Res.	16	4	1620		
2833046	Conserved and non-conserved regions of the outer coat protein, VP2, of the Australian bluetongue serotype 1 virus, revealed by sequence comparison to the VP2 of North American BTV serotype 10.	Gould et al.	A. R. Gould	1988	Virus Res.	9	2-3	145-58		
2825414	The genetic relatedness of a number of individual cognate genes of viruses in the bluetongue and closely related serogroups.	Huismans et al.	H. Huismans, M. Cloete and A. le Roux	1987	Virology	161	2	421-8		
2824673	Variation in the bluetongue virus neutralization protein VP2.	Fukusho et al.	A. Fukusho, G. D. Ritter and P. Roy	1987	J. Gen. Virol.	68	11	2967-73		https://doi.org/10.1099/0022-1317-68-11-2967
2821505	Complete sequence of the NS1 gene (M6 RNA) of US bluetongue virus serotype 10.	Lee et al.	J. Lee and P. Roy	1987	Nucleic Acids Res.	15	17	7207		
2821504	Nucleotide sequence of the VP4 core protein gene (M4 RNA) of US bluetongue virus serotype 10.	Yu et al.	Y. D. Yu, A. Fukusho and P. Roy	1987	Nucleic Acids Res.	15	17	7206		
2820123	Identification and characterization of conserved and variable regions in the neutralization VP2 gene of bluetongue virus.	Ghiasi et al.	H. Ghiasi, A. Fukusho, Y. Eshita and P. Roy	1987	Virology	160	1	100-9		
3029984	Production and characterization of the neutralization antigen VP2 of bluetongue virus serotype 10 using a baculovirus expression vector.	Inumaru et al.	S. Inumaru and P. Roy	1987	Virology	157	2	472-9		
3025349	Nucleotide sequence of a cDNA clone of RNA segment 10 of bluetongue virus (serotype 10).	Lee et al.	J. W. Lee and P. Roy	1986	J. Gen. Virol.	67	12	2833-7		https://doi.org/10.1099/0022-1317-67-12-2833
3009695	Nucleotide sequence of cDNA clones encoding the outer capsid protein, VP5, of bluetongue virus serotype 10.	Purdy et al.	M. A. Purdy, G. D. Ritter and P. Roy	1986	J. Gen. Virol.	67	5	957-62		https://doi.org/10.1099/0022-1317-67-5-957
2998117	The complete sequence of bluetongue virus serotype 10 segment 3 and its predicted VP3 polypeptide compared with those of BTV serotype 17.	Ghiasi et al.	H. Ghiasi, M. A. Purdy and P. Roy	1985	Virus Res.	3	2	181-90		
2989873	Cloning and nucleotide sequencing of bluetongue virus genomes.	Roy et al.	P. Roy, M. A. Purdy, J. Petre and C. D. Rao	1985	Prog. Clin. Biol. Res.	178		363-70		
6206235	Cloning of the bluetongue virus L3 gene.	Purdy et al.	M. Purdy, J. Petre and P. Roy	1984	J. Virol.	51	3	754-9		
31947695	Origin of Bluetongue Virus Serotype 8 Outbreak in Cyprus, September 2016.	Rajko-Nenow et al.	P. Rajko-Nenow, V. Christodoulou, W. Thurston, H. M. Ropiak, S. Savva, H. Brown, M. Qureshi, K. Alvanitopoulos, S. Gubbins, J. Flannery and C. Batten	2020	Viruses	12	1			https://doi.org/10.3390/v12010096
31392031	Contrasting selective patterns across the segmented genome of bluetongue virus in a global reassortment hotspot.	Jacquot et al.	M. Jacquot, P. P. Rao, S. Yadav, K. Nomikou, S. Maan, Y. K. Jyothi, N. Reddy, K. Putty, D. Hemadri, K. P. Singh, N. S. Maan, N. R. Hegde, P. Mertens and R. Biek	2019	Virus Evol	5	2	vez027		https://doi.org/10.1093/ve/vez027
31298817	The serologic investigation and viral isolation of bluetongue virus in Shangri-La in Southwest China.	Duan et al.	Y. L. Duan, H. S. Miao, F. Liao, M. L. Kou, Z. H. Li, Z. Wang, H. C. Li and L. Li	2019	Transbound Emerg Dis	66	6	2353-2361		https://doi.org/10.1111/tbed.13292
31072891	Complete Genome Sequence of a 2016 Bluetongue Virus Serotype 3 Isolate from Louisiana.	Schirtzinger et al.	E. E. Schirtzinger, M. G. Ruder, D. E. Stallknecht and W. C. Wilson	2019	Microbiol Resour Announc	8	19			https://doi.org/10.1128/MRA.00128-19
30806040	Western Bluetongue virus serotype 3 in Sardinia, diagnosis and characterization.	Cappai et al.	S. Cappai, S. Rolesu, F. Loi, M. Liciardi, A. Leone, M. Marcacci, L. Teodori, I. Mangone, S. Sghaier, O. Portanti, G. Savini and A. Lorusso	2019	Transbound Emerg Dis	66	3	1426-1431		https://doi.org/10.1111/tbed.13156
30747479	Identification and genomic characterization of the first isolate of bluetongue virus serotype 5 detected in Australia.	White et al.	J. R. White, D. T. Williams, J. Wang, H. Chen, L. F. Melville, S. S. Davis, R. P. Weir, A. Certoma, A. Di Rubbo, G. Harvey, R. A. Lunt and D. Eagles	2019	Vet Med Sci	5	2	129-145		https://doi.org/10.1002/vms3.156
30473345	Multiple bluetongue virus serotypes causing death in Brazilian dwarf brocket deer (Mazama nana) in Brazil, 2015-2016.	Baldini et al.	M. H. M. Baldini, J. C. C. Rosa, A. C. D. Matos, Z. S. Cubas, M. I. M. C. Guedes, W. de Moraes, M. J. de Oliveira, D. A. Felippi, Z. I. P. Lobato and A. N. de Moraes	2018	Vet. Microbiol.	227		143-147		https://doi.org/10.1016/j.vetmic.2018.10.018
29885075	Emergence of bluetongue virus serotype 4 in mainland France in November 2017.	Sailleau et al.	C. Sailleau, E. Breard, C. Viarouge, A. Gorlier, A. Leroux, E. Hirchaud, P. Lucas, Y. Blanchard, D. Vitour, M. Grandcollot-Chabot and S. Zientara	2018	Transbound Emerg Dis	65	5	1158-1162		https://doi.org/10.1111/tbed.12919
